id,gene_short_name,num_cells_expressed,is_tf,tf_family
AT1G08810,AT1G08810,163,yes,MYB
AT1G08820,AT1G08820,11821,no,
AT1G08830,AT1G08830,19773,no,
AT1G08840,AT1G08840,401,no,
AT1G08845,AT1G08845,3033,no,
AT1G08860,AT1G08860,326,no,
AT1G08880,AT1G08880,12191,no,
AT1G08890,AT1G08890,8507,no,
AT1G08900,AT1G08900,629,no,
AT1G08910,AT1G08910,2689,no,
AT1G08920,AT1G08920,13650,no,
AT1G08930,AT1G08930,11986,no,
AT1G08940,AT1G08940,7880,no,
AT1G08960,AT1G08960,2409,no,
AT1G08970,AT1G08970,7081,yes,NF-YC
AT1G08980,AT1G08980,498,no,
AT1G08990,AT1G08990,2384,no,
AT1G09000,AT1G09000,1243,no,
AT1G09010,AT1G09010,3328,no,
AT1G09020,AT1G09020,5234,no,
AT1G09040,AT1G09040,619,no,
AT1G09050,AT1G09050,538,no,
AT1G09060,AT1G09060,3338,no,
AT1G09070,AT1G09070,24769,no,
AT1G09080,AT1G09080,1033,no,
AT1G09090,AT1G09090,2986,no,
AT1G09100,AT1G09100,4720,no,
AT1G09130,AT1G09130,7279,no,
AT1G09140,AT1G09140,14391,no,
AT1G09150,AT1G09150,9252,no,
AT1G09155,AT1G09155,420,no,
AT1G09157,AT1G09157,672,no,
AT1G09160,AT1G09160,6118,no,
AT1G09170,AT1G09170,1158,no,
AT1G09176,AT1G09176,504,no,
AT1G09180,AT1G09180,299,no,
AT1G09190,AT1G09190,415,no,
AT1G09195,AT1G09195,852,no,
AT1G09200,AT1G09200,9237,no,
AT1G09210,AT1G09210,13876,no,
AT1G09220,AT1G09220,225,no,
AT1G09230,AT1G09230,2382,no,
AT1G09250,AT1G09250,11554,no,
AT1G09270,AT1G09270,14755,no,
AT1G09280,AT1G09280,3290,no,
AT1G09290,AT1G09290,1835,no,
AT1G09300,AT1G09300,2007,no,
AT1G09310,AT1G09310,568,no,
AT1G09320,AT1G09320,2526,no,
AT1G09330,AT1G09330,14122,no,
AT1G09340,AT1G09340,318,no,
AT1G09350,AT1G09350,297,no,
AT1G09390,AT1G09390,1430,no,
AT1G09400,AT1G09400,82,no,
AT1G09410,AT1G09410,55,no,
AT1G09415,AT1G09415,159,no,
AT1G09420,AT1G09420,368,no,
AT1G09430,AT1G09430,12819,no,
AT1G09440,AT1G09440,195,no,
AT1G09450,AT1G09450,476,no,
AT1G09460,AT1G09460,1636,no,
AT1G09470,AT1G09470,414,no,
AT1G09480,AT1G09480,922,no,
AT1G09490,AT1G09490,4427,no,
AT1G09520,AT1G09520,5985,no,
AT1G09530,AT1G09530,669,yes,bHLH
AT1G09540,AT1G09540,3814,yes,MYB
AT1G09560,AT1G09560,22066,no,
AT1G09570,AT1G09570,6343,no,
AT1G09575,AT1G09575,3355,no,
AT1G09580,AT1G09580,6953,no,
AT1G09590,AT1G09590,13984,no,
AT1G09600,AT1G09600,430,no,
AT1G09620,AT1G09620,5661,no,
AT1G09630,AT1G09630,11630,no,
AT1G09640,AT1G09640,15876,no,
AT1G09645,AT1G09645,13070,no,
AT1G09650,AT1G09650,227,no,
AT1G09660,AT1G09660,5408,no,
AT1G09680,AT1G09680,140,no,
AT1G09690,AT1G09690,15777,no,
AT1G09700,AT1G09700,2334,no,
AT1G09710,AT1G09710,492,yes,MYB_related
AT1G09730,AT1G09730,6015,no,
AT1G09740,AT1G09740,14451,no,
AT1G09750,AT1G09750,730,no,
AT1G09760,AT1G09760,8536,no,
AT1G09770,AT1G09770,9300,yes,MYB
AT1G09780,AT1G09780,18580,no,
AT1G09790,AT1G09790,26,no,
AT1G09794,AT1G09794,7254,no,
AT1G09795,AT1G09795,7028,no,
AT1G09800,AT1G09800,1477,no,
AT1G09810,AT1G09810,1283,no,
AT1G09812,AT1G09812,648,no,
AT1G09815,AT1G09815,8990,no,
AT1G09820,AT1G09820,405,no,
AT1G09830,AT1G09830,1930,no,
AT1G09840,AT1G09840,5734,no,
AT1G09850,AT1G09850,6165,no,
AT1G09860,AT1G09860,525,no,
AT1G09870,AT1G09870,6578,no,
AT1G09880,AT1G09880,56,no,
AT1G09890,AT1G09890,117,no,
AT1G09900,AT1G09900,338,no,
AT1G09910,AT1G09910,1764,no,
AT1G09920,AT1G09920,12776,no,
AT1G09930,AT1G09930,244,no,
AT1G09932,AT1G09932,4933,no,
AT1G09940,AT1G09940,13788,no,
AT1G09960,AT1G09960,2355,no,
AT1G09970,AT1G09970,11660,no,
AT1G09980,AT1G09980,4854,no,
AT1G09995,AT1G09995,4154,no,
AT1G10000,AT1G10000,79,no,
AT1G10020,AT1G10020,5482,no,
AT1G10030,AT1G10030,13172,no,
AT1G10040,AT1G10040,2144,no,
AT1G10050,AT1G10050,5167,no,
AT1G10060,AT1G10060,42,no,
AT1G10090,AT1G10090,3934,no,
AT1G10095,AT1G10095,86,no,
AT1G10110,AT1G10110,79,no,
AT1G10120,AT1G10120,6389,yes,bHLH
AT1G10130,AT1G10130,5665,no,
AT1G10140,AT1G10140,13367,no,
AT1G10155,AT1G10155,432,no,
AT1G10170,AT1G10170,15665,yes,NF-X1
AT1G10180,AT1G10180,2696,no,
AT1G10200,AT1G10200,16095,no,
AT1G10210,AT1G10210,2184,no,
AT1G10220,AT1G10220,772,no,
AT1G10230,AT1G10230,3183,no,
AT1G10240,AT1G10240,1109,yes,FAR1
AT1G10270,AT1G10270,867,no,
AT1G10280,AT1G10280,2192,no,
AT1G10290,AT1G10290,10500,no,
AT1G10300,AT1G10300,281,no,
AT1G10310,AT1G10310,3552,no,
AT1G10320,AT1G10320,997,yes,C3H
AT1G10330,AT1G10330,216,no,
AT1G10340,AT1G10340,309,no,
AT1G10350,AT1G10350,4780,no,
AT1G10360,AT1G10360,1480,no,
AT1G10370,AT1G10370,6515,no,
AT1G10380,AT1G10380,1247,no,
AT1G10385,AT1G10385,305,no,
AT1G10390,AT1G10390,6605,no,
AT1G10400,AT1G10400,1007,no,
AT1G10410,AT1G10410,7786,no,
AT1G10417,AT1G10417,433,no,
AT1G10430,AT1G10430,6303,no,
AT1G10450,AT1G10450,2093,no,
AT1G10460,AT1G10460,417,no,
AT1G10470,AT1G10470,12144,no,
AT1G10490,AT1G10490,1320,no,
AT1G10500,AT1G10500,10941,no,
AT1G10510,AT1G10510,2417,no,
AT1G10520,AT1G10520,338,no,
AT1G10522,AT1G10522,2192,no,
AT1G10530,AT1G10530,2820,no,
AT1G10540,AT1G10540,45,no,
AT1G10550,AT1G10550,697,no,
AT1G10560,AT1G10560,3981,no,
AT1G10570,AT1G10570,2635,no,
AT1G10580,AT1G10580,5925,no,
AT1G10590,AT1G10590,19688,no,
AT1G10600,AT1G10600,2437,no,
AT1G10610,AT1G10610,471,yes,bHLH
AT1G10630,AT1G10630,19226,no,
AT1G10650,AT1G10650,8727,no,
AT1G10660,AT1G10660,4250,no,
AT1G10670,AT1G10670,20074,no,
AT1G10680,AT1G10680,38,no,
AT1G10690,AT1G10690,7578,no,
AT1G10700,AT1G10700,9974,no,
AT1G10710,AT1G10710,88,no,
AT1G10720,AT1G10720,7220,no,
AT1G10730,AT1G10730,1122,no,
AT1G10740,AT1G10740,8331,no,
AT1G10750,AT1G10750,829,no,
AT1G10760,AT1G10760,1844,no,
AT1G10770,AT1G10770,525,no,
AT1G10780,AT1G10780,1174,no,
AT1G10800,AT1G10800,171,no,
AT1G10820,AT1G10820,2194,no,
AT1G10830,AT1G10830,3291,no,
AT1G10840,AT1G10840,13527,no,
AT1G10850,AT1G10850,3684,no,
AT1G10865,AT1G10865,10960,no,
AT1G10870,AT1G10870,4473,no,
AT1G10890,AT1G10890,9322,no,
AT1G10900,AT1G10900,5534,no,
AT1G10910,AT1G10910,1216,no,
AT1G10920,AT1G10920,122,no,
AT1G10930,AT1G10930,614,no,
AT1G10940,AT1G10940,12586,no,
AT1G10950,AT1G10950,13698,no,
AT1G10960,AT1G10960,4816,no,
AT1G10970,AT1G10970,953,no,
AT1G10980,AT1G10980,18,no,
AT1G10990,AT1G10990,3286,no,
AT1G11000,AT1G11000,7200,no,
AT1G11020,AT1G11020,7213,no,
AT1G11040,AT1G11040,69,no,
AT1G11050,AT1G11050,1687,no,
AT1G11060,AT1G11060,2426,no,
AT1G11090,AT1G11090,1446,no,
AT1G11100,AT1G11100,2162,no,
AT1G11110,AT1G11110,215,no,
AT1G11120,AT1G11120,829,no,
AT1G11125,AT1G11125,296,no,
AT1G11130,AT1G11130,478,no,
AT1G11160,AT1G11160,1500,no,
AT1G11170,AT1G11170,1077,no,
AT1G11180,AT1G11180,1247,no,
AT1G11190,AT1G11190,1014,no,
AT1G11200,AT1G11200,5436,no,
AT1G11210,AT1G11210,4641,no,
AT1G11220,AT1G11220,434,no,
AT1G11240,AT1G11240,5359,no,
AT1G11260,AT1G11260,9464,no,
AT1G11270,AT1G11270,1561,no,
AT1G11280,AT1G11280,2660,no,
AT1G11290,AT1G11290,81,no,
AT1G11300,AT1G11300,62,no,
AT1G11310,AT1G11310,8941,no,
AT1G11320,AT1G11320,970,no,
AT1G11330,AT1G11330,103,no,
AT1G11340,AT1G11340,32,no,
AT1G11350,AT1G11350,90,no,
AT1G11360,AT1G11360,8565,no,
AT1G11380,AT1G11380,5691,no,
AT1G11390,AT1G11390,7284,no,
AT1G11400,AT1G11400,11740,no,
AT1G11410,AT1G11410,786,no,
AT1G11420,AT1G11420,306,no,
AT1G11430,AT1G11430,4274,no,
AT1G11440,AT1G11440,956,no,
AT1G11450,AT1G11450,452,no,
AT1G11470,AT1G11470,34,no,
AT1G11475,AT1G11475,5204,no,
AT1G11480,AT1G11480,11278,no,
AT1G11490,AT1G11490,389,no,
AT1G11500,AT1G11500,106,no,
AT1G11530,AT1G11530,763,no,
AT1G11540,AT1G11540,1142,no,
AT1G11545,AT1G11545,8668,no,
AT1G11570,AT1G11570,248,no,
AT1G11580,AT1G11580,9315,no,
AT1G11630,AT1G11630,2022,no,
AT1G11650,AT1G11650,18374,no,
AT1G11655,AT1G11655,1181,no,
AT1G11660,AT1G11660,6961,no,
AT1G11670,AT1G11670,11426,no,
AT1G11680,AT1G11680,13827,no,
AT1G11684,AT1G11684,18,no,
AT1G11690,AT1G11690,94,no,
AT1G11700,AT1G11700,2015,no,
AT1G11710,AT1G11710,398,no,
AT1G11720,AT1G11720,1849,no,
AT1G11730,AT1G11730,124,no,
AT1G11740,AT1G11740,4789,no,
AT1G11750,AT1G11750,6972,no,
AT1G11755,AT1G11755,1911,no,
AT1G11760,AT1G11760,6094,no,
AT1G11780,AT1G11780,3845,no,
AT1G11790,AT1G11790,5568,no,
AT1G11800,AT1G11800,1302,no,
AT1G11820,AT1G11820,2698,no,
AT1G11840,AT1G11840,18761,no,
AT1G11860,AT1G11860,11505,no,
AT1G11870,AT1G11870,2459,no,
AT1G11880,AT1G11880,1687,no,
AT1G11890,AT1G11890,13213,no,
AT1G11900,AT1G11900,743,no,
AT1G11905,AT1G11905,6124,no,
AT1G11910,AT1G11910,21772,no,
AT1G11915,AT1G11915,84,no,
AT1G11920,AT1G11920,23,no,
AT1G11930,AT1G11930,8514,no,
AT1G11940,AT1G11940,2326,no,
AT1G11950,AT1G11950,1094,no,
AT1G11990,AT1G11990,101,no,
AT1G12000,AT1G12000,15319,no,
AT1G12010,AT1G12010,643,no,
AT1G12020,AT1G12020,3490,no,
AT1G12030,AT1G12030,841,no,
AT1G12040,AT1G12040,2707,no,
AT1G12050,AT1G12050,4041,no,
AT1G12060,AT1G12060,2041,no,
AT1G12070,AT1G12070,146,no,
AT1G12080,AT1G12080,9397,no,
AT1G12090,AT1G12090,9738,no,
AT1G12110,AT1G12110,7421,no,
AT1G12120,AT1G12120,7482,no,
AT1G12140,AT1G12140,5072,no,
AT1G12150,AT1G12150,739,no,
AT1G12160,AT1G12160,4084,no,
AT1G12180,AT1G12180,53,no,
AT1G12200,AT1G12200,509,no,
AT1G12210,AT1G12210,625,no,
AT1G12220,AT1G12220,107,no,
AT1G12230,AT1G12230,13043,no,
AT1G12240,AT1G12240,8520,no,
AT1G12244,AT1G12244,1174,no,
AT1G12250,AT1G12250,425,no,
AT1G12260,AT1G12260,566,yes,NAC
AT1G12270,AT1G12270,4803,no,
AT1G12280,AT1G12280,184,no,
AT1G12290,AT1G12290,256,no,
AT1G12300,AT1G12300,179,no,
AT1G12320,AT1G12320,947,no,
AT1G12310,AT1G12310,18909,no,
AT1G12330,AT1G12330,239,no,
AT1G12340,AT1G12340,51,no,
AT1G12350,AT1G12350,7095,no,
AT1G12360,AT1G12360,10013,no,
AT1G12370,AT1G12370,2005,no,
AT1G12380,AT1G12380,514,no,
AT1G12390,AT1G12390,10644,no,
AT1G12400,AT1G12400,6687,no,
AT1G12410,AT1G12410,9506,no,
AT1G12420,AT1G12420,4148,no,
AT1G12430,AT1G12430,896,no,
AT1G12440,AT1G12440,13121,no,
AT1G12450,AT1G12450,4995,no,
AT1G12460,AT1G12460,572,no,
AT1G12470,AT1G12470,6139,no,
AT1G12500,AT1G12500,5792,no,
AT1G12520,AT1G12520,8153,no,
AT1G12530,AT1G12530,4872,no,
AT1G12550,AT1G12550,2165,no,
AT1G12560,AT1G12560,4171,no,
AT1G12580,AT1G12580,9125,no,
AT1G12620,AT1G12620,636,no,
AT1G12630,AT1G12630,29,yes,ERF
AT1G12640,AT1G12640,10904,no,
AT1G12650,AT1G12650,6886,no,
AT1G12680,AT1G12680,5817,no,
AT1G12700,AT1G12700,239,no,
AT1G12710,AT1G12710,3301,no,
AT1G12730,AT1G12730,990,no,
AT1G12740,AT1G12740,9384,no,
AT1G12750,AT1G12750,4981,no,
AT1G12760,AT1G12760,13899,no,
AT1G12770,AT1G12770,1771,no,
AT1G12775,AT1G12775,507,no,
AT1G12780,AT1G12780,4859,no,
AT1G12790,AT1G12790,939,no,
AT1G12800,AT1G12800,1299,no,
AT1G12805,AT1G12805,358,no,
AT1G12810,AT1G12810,12495,no,
AT1G12820,AT1G12820,3910,no,
AT1G12840,AT1G12840,21112,no,
AT1G12830,AT1G12830,3935,no,
AT1G12845,AT1G12845,1711,no,
AT1G12850,AT1G12850,7829,no,
AT1G12860,AT1G12860,181,yes,bHLH
AT1G12880,AT1G12880,1001,no,
AT1G12890,AT1G12890,21,yes,ERF
AT1G12900,AT1G12900,189,no,
AT1G12910,AT1G12910,8791,no,
AT1G12920,AT1G12920,11986,no,
AT1G12930,AT1G12930,1661,no,
AT1G12950,AT1G12950,6560,no,
AT1G12970,AT1G12970,4115,no,
AT1G12990,AT1G12990,6425,no,
AT1G13000,AT1G13000,5038,no,
AT1G13020,AT1G13020,7276,no,
AT1G13030,AT1G13030,1096,no,
AT1G13050,AT1G13050,413,no,
AT1G13060,AT1G13060,18847,no,
AT1G13080,AT1G13080,246,no,
AT1G13090,AT1G13090,230,no,
AT1G13100,AT1G13100,205,no,
AT1G13110,AT1G13110,1079,no,
AT1G13120,AT1G13120,4372,no,
AT1G13160,AT1G13160,3495,no,
AT1G13170,AT1G13170,3728,no,
AT1G13180,AT1G13180,4539,no,
AT1G13190,AT1G13190,6648,no,
AT1G13195,AT1G13195,10870,no,
AT1G13200,AT1G13200,26,no,
AT1G13210,AT1G13210,10764,no,
AT1G13220,AT1G13220,5109,no,
AT1G13230,AT1G13230,34,no,
AT1G13245,AT1G13245,8170,no,
AT1G13250,AT1G13250,1014,no,
AT1G13270,AT1G13270,919,no,
AT1G13280,AT1G13280,9419,no,
AT1G13300,AT1G13300,5264,yes,G2-like
AT1G13310,AT1G13310,540,no,
AT1G13320,AT1G13320,11489,no,
AT1G13330,AT1G13330,749,no,
AT1G13340,AT1G13340,1862,no,
AT1G13350,AT1G13350,5709,no,
AT1G13360,AT1G13360,11875,no,
AT1G13370,AT1G13370,1513,no,
AT1G13380,AT1G13380,7407,no,
AT1G13390,AT1G13390,15406,no,
AT1G13410,AT1G13410,260,no,
AT1G13420,AT1G13420,7490,no,
AT1G13430,AT1G13430,1853,no,
AT1G13440,AT1G13440,24271,no,
AT1G13450,AT1G13450,7264,yes,Trihelix
AT1G13460,AT1G13460,5004,no,
AT1G13480,AT1G13480,1281,no,
AT1G13500,AT1G13500,229,no,
AT1G13510,AT1G13510,949,no,
AT1G13520,AT1G13520,1613,no,
AT1G13530,AT1G13530,3698,no,
AT1G13540,AT1G13540,265,no,
AT1G13550,AT1G13550,290,no,
AT1G13560,AT1G13560,9493,no,
AT1G13570,AT1G13570,4504,no,
AT1G13580,AT1G13580,5182,no,
AT1G13590,AT1G13590,6048,no,
AT1G13600,AT1G13600,174,yes,bZIP
AT1G13610,AT1G13610,157,no,
AT1G13620,AT1G13620,365,no,
AT1G13630,AT1G13630,179,no,
AT1G13635,AT1G13635,127,no,
AT1G13640,AT1G13640,6105,no,
AT1G13670,AT1G13670,2308,no,
AT1G13680,AT1G13680,8,no,
AT1G13690,AT1G13690,5222,no,
AT1G13700,AT1G13700,639,no,
AT1G13730,AT1G13730,4853,no,
AT1G13740,AT1G13740,2683,no,
AT1G13750,AT1G13750,3276,no,
AT1G13770,AT1G13770,1599,no,
AT1G13780,AT1G13780,1947,no,
AT1G13790,AT1G13790,88,no,
AT1G13800,AT1G13800,270,no,
AT1G13810,AT1G13810,1479,no,
AT1G13820,AT1G13820,884,no,
AT1G13830,AT1G13830,831,no,
AT1G13860,AT1G13860,1641,no,
AT1G13870,AT1G13870,5379,no,
AT1G13880,AT1G13880,9440,no,
AT1G13890,AT1G13890,42,no,
AT1G13900,AT1G13900,3841,no,
AT1G13910,AT1G13910,575,no,
AT1G13920,AT1G13920,150,no,
AT1G13930,AT1G13930,6422,no,
AT1G13940,AT1G13940,1185,no,
AT1G13950,AT1G13950,10888,no,
AT1G13960,AT1G13960,10595,yes,WRKY
AT1G13970,AT1G13970,4068,no,
AT1G13980,AT1G13980,5269,no,
AT1G13990,AT1G13990,9649,no,
AT1G14000,AT1G14000,14588,no,
AT1G14010,AT1G14010,13401,no,
AT1G14020,AT1G14020,5456,no,
AT1G14030,AT1G14030,120,no,
AT1G14040,AT1G14040,2515,no,
AT1G14060,AT1G14060,3363,no,
AT1G14080,AT1G14080,5902,no,
AT1G14120,AT1G14120,271,no,
AT1G14130,AT1G14130,4153,no,
AT1G14140,AT1G14140,4550,no,
AT1G14160,AT1G14160,71,no,
AT1G14170,AT1G14170,9071,no,
AT1G14180,AT1G14180,1143,no,
AT1G14185,AT1G14185,386,no,
AT1G14190,AT1G14190,283,no,
AT1G14205,AT1G14205,117,no,
AT1G14210,AT1G14210,7870,no,
AT1G14220,AT1G14220,7314,no,
AT1G14230,AT1G14230,8313,no,
AT1G14240,AT1G14240,6153,no,
AT1G14250,AT1G14250,360,no,
AT1G14260,AT1G14260,1155,no,
AT1G14270,AT1G14270,332,no,
AT1G14280,AT1G14280,1359,no,
AT1G14290,AT1G14290,12649,no,
AT1G14300,AT1G14300,3306,no,
AT1G14310,AT1G14310,5008,no,
AT1G14320,AT1G14320,21006,no,
AT1G14330,AT1G14330,8294,no,
AT1G14340,AT1G14340,2116,no,
AT1G14345,AT1G14345,411,no,
AT1G14350,AT1G14350,1227,yes,MYB
AT1G14360,AT1G14360,6358,no,
AT1G14380,AT1G14380,4886,no,
AT1G14390,AT1G14390,1292,no,
AT1G14400,AT1G14400,21506,no,
AT1G14410,AT1G14410,1601,yes,Whirly
AT1G14430,AT1G14430,542,no,
AT1G14440,AT1G14440,83,yes,ZF-HD
AT1G14450,AT1G14450,21248,no,
AT1G14460,AT1G14460,1482,no,
AT1G14470,AT1G14470,28,no,
AT1G14480,AT1G14480,885,no,
AT1G14490,AT1G14490,135,no,
AT1G14500,AT1G14500,119,no,
AT1G14510,AT1G14510,12418,no,
AT1G14520,AT1G14520,309,no,
AT1G14530,AT1G14530,5103,no,
AT1G14540,AT1G14540,2814,no,
AT1G14550,AT1G14550,1193,no,
AT1G14560,AT1G14560,4585,no,
AT1G14570,AT1G14570,11487,no,
AT1G14580,AT1G14580,1794,yes,C2H2
AT1G14590,AT1G14590,3220,no,
AT1G14600,AT1G14600,131,yes,G2-like
AT1G14610,AT1G14610,5962,no,
AT1G14620,AT1G14620,6260,no,
AT1G14630,AT1G14630,31,no,
AT1G14640,AT1G14640,177,no,
AT1G14650,AT1G14650,5147,no,
AT1G14660,AT1G14660,588,no,
AT1G14670,AT1G14670,16757,no,
AT1G14680,AT1G14680,396,no,
AT1G14685,AT1G14685,11316,yes,BBR-BPC
AT1G14686,AT1G14686,47,no,
AT1G14690,AT1G14690,4506,no,
AT1G14700,AT1G14700,131,no,
AT1G14710,AT1G14710,6983,no,
AT1G14720,AT1G14720,2975,no,
AT1G14730,AT1G14730,594,no,
AT1G14740,AT1G14740,10851,no,
AT1G14750,AT1G14750,620,no,
AT1G14770,AT1G14770,1247,no,
AT1G14780,AT1G14780,2861,no,
AT1G14790,AT1G14790,191,no,
AT1G14810,AT1G14810,7821,no,
AT1G14820,AT1G14820,4099,no,
AT1G14830,AT1G14830,15361,no,
AT1G14840,AT1G14840,850,no,
AT1G14850,AT1G14850,3104,no,
AT1G14860,AT1G14860,13763,no,
AT1G14870,AT1G14870,21028,no,
AT1G14880,AT1G14880,29,no,
AT1G14890,AT1G14890,4104,no,
AT1G14900,AT1G14900,8577,no,
AT1G14910,AT1G14910,3453,no,
AT1G14920,AT1G14920,2299,yes,GRAS
AT1G14960,AT1G14960,8554,no,
AT1G14970,AT1G14970,1220,no,
AT1G14980,AT1G14980,14436,no,
AT1G14990,AT1G14990,5234,no,
AT1G15000,AT1G15000,1196,no,
AT1G15015,AT1G15015,37,no,
AT1G15020,AT1G15020,5727,no,
AT1G15030,AT1G15030,5766,no,
AT1G15040,AT1G15040,3916,no,
AT1G15050,AT1G15050,119,no,
AT1G15060,AT1G15060,3151,no,
AT1G15080,AT1G15080,287,no,
AT1G15100,AT1G15100,18242,no,
AT1G15110,AT1G15110,11697,no,
AT1G15120,AT1G15120,23990,no,
AT1G15130,AT1G15130,6776,no,
AT1G15140,AT1G15140,8266,no,
AT1G15165,AT1G15165,240,no,
AT1G15170,AT1G15170,3336,no,
AT1G15180,AT1G15180,1444,no,
AT1G15190,AT1G15190,407,no,
AT1G15200,AT1G15200,5941,no,
AT1G15210,AT1G15210,14879,no,
AT1G15215,AT1G15215,2284,no,
AT1G15220,AT1G15220,2543,no,
AT1G15230,AT1G15230,11896,no,
AT1G15240,AT1G15240,4157,no,
AT1G15250,AT1G15250,3934,no,
AT1G15260,AT1G15260,169,no,
AT1G15270,AT1G15270,22261,no,
AT1G15280,AT1G15280,5094,no,
AT1G15290,AT1G15290,742,no,
AT1G15310,AT1G15310,2232,no,
AT1G15320,AT1G15320,89,no,
AT1G15330,AT1G15330,1474,no,
AT1G15340,AT1G15340,10889,no,
AT1G15350,AT1G15350,14169,no,
AT1G15370,AT1G15370,15483,no,
AT1G15380,AT1G15380,4304,no,
AT1G15385,AT1G15385,5828,no,
AT1G15390,AT1G15390,3545,no,
AT1G15400,AT1G15400,17699,no,
AT1G15410,AT1G15410,3789,no,
AT1G15415,AT1G15415,2669,no,
AT1G15420,AT1G15420,7761,no,
AT1G15430,AT1G15430,14836,no,
AT1G15440,AT1G15440,2170,no,
AT1G15460,AT1G15460,604,no,
AT1G15470,AT1G15470,7558,no,
AT1G15480,AT1G15480,793,no,
AT1G15490,AT1G15490,2720,no,
AT1G15500,AT1G15500,8122,no,
AT1G15510,AT1G15510,59,no,
AT1G15530,AT1G15530,537,no,
AT1G15540,AT1G15540,76,no,
AT1G15550,AT1G15550,740,no,
AT1G15570,AT1G15570,3002,no,
AT1G15580,AT1G15580,2191,no,
AT1G15600,AT1G15600,84,no,
AT1G15620,AT1G15620,89,no,
AT1G15630,AT1G15630,1130,no,
AT1G15640,AT1G15640,2605,no,
AT1G15660,AT1G15660,2059,no,
AT1G15670,AT1G15670,14616,no,
AT1G15690,AT1G15690,17609,no,
AT1G15700,AT1G15700,1470,no,
AT1G15710,AT1G15710,4021,no,
AT1G15720,AT1G15720,2139,yes,MYB_related
AT1G15730,AT1G15730,890,no,
AT1G15740,AT1G15740,4349,no,
AT1G15750,AT1G15750,9463,no,
AT1G15760,AT1G15760,424,no,
AT1G15780,AT1G15780,3158,no,
AT1G15790,AT1G15790,856,yes,bHLH
AT1G15800,AT1G15800,9412,no,
AT1G15810,AT1G15810,5719,no,
AT1G15820,AT1G15820,1329,no,
AT1G15825,AT1G15825,31,no,
AT1G15860,AT1G15860,13796,no,
AT1G15870,AT1G15870,610,no,
AT1G15880,AT1G15880,9659,no,
AT1G15885,AT1G15885,707,no,
AT1G15890,AT1G15890,214,no,
AT1G15900,AT1G15900,415,no,
AT1G15910,AT1G15910,1995,no,
AT1G15920,AT1G15920,9263,no,
AT1G15930,AT1G15930,16437,no,
AT1G15940,AT1G15940,1593,no,
AT1G15950,AT1G15950,9483,no,
AT1G15960,AT1G15960,198,no,
AT1G15970,AT1G15970,5201,no,
AT1G15980,AT1G15980,17,no,
AT1G16000,AT1G16000,10170,no,
AT1G16010,AT1G16010,8863,no,
AT1G16020,AT1G16020,4248,no,
AT1G16022,AT1G16022,792,no,
AT1G16030,AT1G16030,6553,no,
AT1G16040,AT1G16040,5203,no,
AT1G16060,AT1G16060,2780,yes,AP2
AT1G16070,AT1G16070,173,no,
AT1G16080,AT1G16080,1268,no,
AT1G16090,AT1G16090,138,no,
AT1G16110,AT1G16110,231,no,
AT1G16120,AT1G16120,239,no,
AT1G16130,AT1G16130,444,no,
AT1G16150,AT1G16150,1121,no,
AT1G16160,AT1G16160,954,no,
AT1G16170,AT1G16170,11789,no,
AT1G16180,AT1G16180,20143,no,
AT1G16190,AT1G16190,5984,no,
AT1G16210,AT1G16210,12889,no,
AT1G16220,AT1G16220,309,no,
AT1G16225,AT1G16225,80,no,
AT1G16230,AT1G16230,152,no,
AT1G16240,AT1G16240,18316,no,
AT1G16250,AT1G16250,2808,no,
AT1G16260,AT1G16260,318,no,
AT1G16270,AT1G16270,4112,no,
AT1G16280,AT1G16280,1498,no,
AT1G16290,AT1G16290,35,no,
AT1G16300,AT1G16300,7944,no,
AT1G16310,AT1G16310,1282,no,
AT1G16320,AT1G16320,5806,no,
AT1G16330,AT1G16330,134,no,
AT1G16340,AT1G16340,4235,no,
AT1G16350,AT1G16350,5675,no,
AT1G16360,AT1G16360,893,no,
AT1G16400,AT1G16400,81,no,
AT1G16420,AT1G16420,188,no,
AT1G16430,AT1G16430,3799,no,
AT1G16440,AT1G16440,1123,no,
AT1G16445,AT1G16445,654,no,
AT1G16460,AT1G16460,4950,no,
AT1G16470,AT1G16470,14925,no,
AT1G16480,AT1G16480,317,no,
AT1G16490,AT1G16490,210,yes,MYB
AT1G16500,AT1G16500,347,no,
AT1G16510,AT1G16510,2002,no,
AT1G16515,AT1G16515,56,no,
AT1G16520,AT1G16520,3708,no,
AT1G16530,AT1G16530,264,yes,LBD
AT1G16540,AT1G16540,2365,no,
AT1G16560,AT1G16560,13608,no,
AT1G16570,AT1G16570,4970,no,
AT1G16590,AT1G16590,688,no,
AT1G16610,AT1G16610,9870,no,
AT1G16630,AT1G16630,354,no,
AT1G16640,AT1G16640,321,yes,B3
AT1G16650,AT1G16650,1487,no,
AT1G16670,AT1G16670,5663,no,
AT1G16680,AT1G16680,1496,no,
AT1G16690,AT1G16690,1323,no,
AT1G16700,AT1G16700,20007,no,
AT1G16705,AT1G16705,527,no,
AT1G16710,AT1G16710,2872,no,
AT1G16720,AT1G16720,2210,no,
AT1G16730,AT1G16730,50,no,
AT1G16740,AT1G16740,8701,no,
AT1G16750,AT1G16750,19,no,
AT1G16780,AT1G16780,573,no,
AT1G16790,AT1G16790,3419,no,
AT1G16800,AT1G16800,528,no,
AT1G16810,AT1G16810,16122,no,
